ID	tweet	label	cleaned_text	translated
ig_train_00024	@user O siri nke ozo na beer adiro ya mma na aru	negative	O siri nke ozo na beer adiro ya mma na aru	It's the other one in the beer is well with it and the body
ig_train_00025	@user @user 😂 😂 ya ehh, m nweta gị...	negative	ya ehh m nweta gị	it ehh I get you
ig_train_00026	@user Maka Chi. Na ochichi Buhari a? Ka mmadụ na-eje eyi udi akwa ahụ 😂🤣	negative	Maka Chi Na ochichi Buhari a Ka mmadụ naeje eyi udi akwa ahụ	For gods and government Buhari's government is about to wear the shape
ig_train_00027	I na atupuru ndi nzuzu onu https://t.co/CsYL26qUIB	negative	I na atupuru ndi nzuzu onu	You have been hunted by stupid
ig_train_00028	@user @user Nzuzu ya di few mush!	negative	Nzuzu ya di few mush	Her foolish husband few mush
ig_train_00029	@user aunty mi, e ne we iwe oku oh	negative	aunty mi e ne we iwe oku oh	Aunt ma nuns to angry oh
ig_train_00030	@user @user Ị na ańaa ifeanyi ọnụ ọjọọ nti	negative	Ị na ańaa ifeanyi ọnụ ọjọọ nti	You drink the brick muscles
ig_train_00031	@user @user biko dutelu anyi mmadu from mgbago inu😂	negative	biko dutelu anyi mmadu from mgbago inu	Please a dutel of our person's sunlight
ig_train_00032	@user Haha. Ele gini? Nwanyi, Kedu ubosi e subakwa imo? 😒	negative	Haha Ele gini Nwanyi Kedu ubosi e subakwa imo	Haha you see what is the woman how to save imo
ig_train_00033	@user Ike guru m o	negative	Ike guru m o	The ability to read me o
ig_train_00034	@user @user Nsogbu digodi next season for Arsenal😂	negative	Nsogbu digodi next season for Arsenal	Next Season Season for Arsenal
ig_train_00035	@user Guy idikwanu ajoo Wicked😆😆😆😆 Afa ehhhhh.... Egwu dikwa	negative	Guy idikwanu ajoo Wicked Afa ehhhhh Egwu dikwa	Guy mute wicked demeans omhhhh
ig_train_00036	@user Ọ bụghị asị... Mana ole n'ime ha ka isi dị mma??	negative	Ọ bụghị asị Mana ole nime ha ka isi dị mma	It does not hate but how much of them is good
ig_train_00037	Ezigbo Nonsense lmao https://t.co/rxHBrc4jtJ	negative	Ezigbo Nonsense lmao	Dear nonlusense lmao
ig_train_00038	@user Mechie onu osiso. Iti boli bor	negative	Mechie onu osiso Iti boli bor	Close the boiling cells Booli Bor
ig_train_00039	Kilikpa lacha gi anya ebe-ahu idiot	negative	Kilikpa lacha gi anya ebeahu idiot	The kilibo sorry you
ig_train_00040	@user @user @user @user Oge ahu gbuo gi dia.. Esi beegi eje bee onye kwanu..	negative	Oge ahu gbuo gi dia Esi beegi eje bee onye kwanu	The time kills you as tei tying the person
ig_train_00041	Chineke nna ekwekwala ihe ọjọọ https://t.co/hEGxXeXEnC	negative	Chineke nna ekwekwala ihe ọjọọ	God's Father Allow Evil
ig_train_00042	@user @user As in ehn. Ndi mmadu enwero zi Obi ebele. 😂	negative	As in ehn Ndi mmadu enwero zi Obi ebele	As in the EHHER HIGH SHOULD HAVE A HA
ig_train_00043	Luiz efulefu mmadu	negative	Luiz efulefu mmadu	Luiz lost someone
ig_train_00044	Ndị ala ndi ala Lele lekwa ha https://t.co/ChVN2EX35Q	negative	Ndị ala ndi ala Lele lekwa ha	The Lands of Land Located
ig_train_00045	@user O di na iwu mana aga azota ana wee zoba ute, Onowu. Kee mgbe ana akpo anyi oku?	negative	O di na iwu mana aga azota ana wee zoba ute Onowu Kee mgbe ana akpo anyi oku	It is in the law but went to azota and Zoba Uto the UTO
ig_train_00046	@user Don't oo Maka ndu gi😂😂😂😂😂😂	negative	Dont oo Maka ndu gi	Dont o for your life
ig_train_00047	@user Ndi mbaise na enyekari nsogbu 😂	negative	Ndi mbaise na enyekari nsogbu	Comments are often challenged
ig_train_00048	@user @user 😂😂😂 Osi no privacy. This my Awka-Etiti sister ina enye Nsogbu ooo 😫😫	negative	Osi no privacy This my AwkaEtiti sister ina enye Nsogbu ooo	Reference to the Owunico is the island of Sistera Get the problem ooo
ig_train_00049	E be Mbaise road di otuh, kedu ka Umuahia GA di🤔 👀👀 https://t.co/moNw0lmHd2	negative	E be Mbaise road di otuh kedu ka Umuahia GA di	E be a noise Road to one one how would you like
ig_train_00050	@user @user @user Ibu ezigbo okpo 3buka 🤣	negative	Ibu ezigbo okpo buka	To be a good weight
ig_train_00051	@user Ibu onye ara, anuofia, allika, nkiita ara, eezi, aakuodu	negative	Ibu onye ara anuofia allika nkiita ara eezi aakuodu	To be a madiest missor allika nae then breast to the mane
ig_train_00052	@user Ike gwuru ndi ochichi anyi	negative	Ike gwuru ndi ochichi anyi	The energy of our government
ig_train_00053	@user @user Thunder nke sị na Abaa okwia😛😛😛	negative	Thunder nke sị na Abaa okwia	Thunder that claims to be Abuki
ig_train_00054	@user Ezigbo Prof ndi ala, lol IK ... ☹️	negative	Ezigbo Prof ndi ala lol IK	A good proft
ig_train_00055	@user Chucks de chef. Afọ asakwana nwoke mmadu🤣🤣🤣	negative	Chucks de chef Afọ asakwana nwoke mmadu	Chucks de chef year washed man
ig_train_00056	You see umuada? Ndi a bu ndi akpo oh! 😭 https://t.co/brk1e5qBSP	negative	You see umuada Ndi a bu ndi akpo oh	Do you see the shades that are the hemisphere
ig_train_00057	@user @user Akuko aburo obele ya. 🤦🏼‍♀️	negative	Akuko aburo obele ya ‍	The story is the cross
ig_train_00058	@user A gwasịa m gị 🙈	negative	A gwasịa m gị	I'm noted you
ig_train_00059	@user 😂😂😂🤣 Isim hudo ya ama kwa... Nna eeh.. Once mmili malu kpam na ala uzo etiwa abuo maka chii... Haa jidelu uzo dibu obelle nma kpuchasia unto say faa ga etelu anyi ya since 2018 ooh.. Erosion welu nwayo na acho ka ojide uzo mebisia	negative	Isim hudo ya ama kwa Nna eeh Once mmili malu kpam na ala uzo etiwa abuo maka chii Haa jidelu uzo dibu obelle nma kpuchasia unto say faa ga etelu anyi ya since  ooh Erosion welu nwayo na acho ka ojide uzo mebisia	Hug Holds her know the Father on the Mula Employee in the bottom directions of Obelle to cover Ooh erosion welcoming the way to break the way
ig_train_00060	@user @user @user Nne, jide nke I ji. Ifunanya mu nwere n'ebe I no na-afu afu ka gari oñuru 😀	negative	Nne jide nke I ji Ifunanya mu nwere nebe I no naafu afu ka gari oñuru	Mother Holds That You Are With My Package Nees I DON'T PURTHER
ig_train_00061	bitch emetụla ego m aka. Achọghị m nsogbu	negative	bitch emetụla ego m aka Achọghị m nsogbu	Bitch has touched my money I don't want to worry
ig_train_00062	Mechie onu biko https://t.co/xbwypM9ZfU	negative	Mechie onu biko	Close the edge please
ig_train_00063	Nsogbu di kwa. https://t.co/VOg1D5j0tD	negative	Nsogbu di kwa	The problem is too
ig_train_00064	@user @user Men na ewe iwe okwu.	negative	Men na ewe iwe okwu	Men and take a word
ig_train_00065	Aso mmiri ebe nile. Hian. https://t.co/eyhcpzCha9	negative	Aso mmiri ebe nile Hian	Slaves where Hian
ig_train_00066	@user Onye ofe mmanu😒	negative	Onye ofe mmanu	A person of ointment
ig_train_00067	@user @user Ina atupuru onye ahu onu	negative	Ina atupuru onye ahu onu	You have to throw the person
ig_train_00068	Odika ezigbo ala ji onye nzuzuaa aka!😒😒😒 Mtchewwwww	negative	Odika ezigbo ala ji onye nzuzuaa aka Mtchewwwww	Approximately the lower middae of the stupidity of the Mtchewwwww
ig_train_00069	@user Obi mmadụ ga justu gbáwá!	negative	Obi mmadụ ga justu gbáwá	Hearts will not satisfy
ig_train_00070	@user Aka akpaghi ha n'oge a, otu ụbọchị aka ekwensu akpara ha n'otu n'otu.	negative	Aka akpaghi ha noge a otu ụbọchị aka ekwensu akpara ha notu notu	Hands do not nome a day help devil wonds their nomus
ig_train_00071	@user Are you still in that spirit? Kwuo ezi okwu ka ihere mee ekwensu!	negative	Are you still in that spirit Kwuo ezi okwu ka ihere mee ekwensu	YOU ARE YOU Still Spiritic Speaking Good Through Devil
ig_train_00072	@user @user Anuofia. Thunder gbagbuo gi ebe ahu ino you demon	negative	Anuofia Thunder gbagbuo gi ebe ahu ino you demon	Anook Thunder cancel you there you don't
ig_train_00073	Aunty Oby egbue mmadu 😭😂😂😂😂 https://t.co/yFbRwajMDJ	negative	Aunty Oby egbue mmadu	Aunt Obyby kills someone
ig_train_00074	@user @user @user @user @user @user @user Okwa ehh, ya bụ mmili ga agba gbukwa gị one day	negative	Okwa ehh ya bụ mmili ga agba gbukwa gị one day	Her NEHH LOCKS HAPPY HAPPY DAY
ig_train_00075	@user O. D. Egwu , O. T. Sumi	negative	O D Egwu  O T Sumi	O d music o ti
ig_train_00076	Ala Pa ala apa? Onye para ala ala apagbuo ya	negative	Ala Pa ala apa Onye para ala ala apagbuo ya	The bottom of Pa APA APA's landmark
ig_train_00077	@user @user He will argue that he has changed but anya anya ka mu na-elezi uwa na ndi bi ya n'ime.	negative	He will argue that he has changed but anya anya ka mu naelezi uwa na ndi bi ya nime	He Will Argue Those He Has Changed BUT look to my world and live in
ig_train_00078	#Erica and #Tolanibaj Ndị asịrị gbakaa ute! 🚶‍♂️🚶‍♂️🚶‍♂️🚶‍♂️ #BBNaija	negative	Erica and Tolanibaj Ndị asịrị gbakaa ute ‍‍‍‍ BBNaija	Erica and Tolanibajj
ig_train_00079	@user Lolz Wetue mmuo gi nna.. ya bu ihe gwuru ike mana aga eme kwanu gini..	negative	Lolz Wetue mmuo gi nna ya bu ihe gwuru ike mana aga eme kwanu gini	LOLZ you cans your father the father is dumped but will do well every
ig_train_00080	Nengi onye mgbu. https://t.co/422keSltmC	negative	Nengi onye mgbu	Nengi who is pain
ig_train_00081	@user O na ewute m. Ha me chakwa tuoro buhari owu kwa ndi no n'ulo ga kpo ndi na ru oru beke ka ha nyere ha aka. Ka mgbe Buhari batara na ochiochi obodo a, gwa m ofu mkpuru ihe o mere n'ala igbo? Ihe o ma wu i buru ndi na gba mgbo ka ha bia gbara anyi egwu eke.😠	negative	O na ewute m Ha me chakwa tuoro buhari owu kwa ndi no nulo ga kpo ndi na ru oru beke ka ha nyere ha aka Ka mgbe Buhari batara na ochiochi obodo a gwa m ofu mkpuru ihe o mere nala igbo Ihe o ma wu i buru ndi na gba mgbo ka ha bia gbara anyi egwu eke	However they are disappointed to tell them how much the Behainite had to tell me about this city what he had done Naala Illness and the shooting to come and encourage us
ig_train_00082	@user @user @user @user @user @user @user @user @user @user @user Gbagbue gii Semi umu ikporo ogbe	negative	Gbagbue gii Semi umu ikporo ogbe	Turning to GIII Sons of children
ig_train_00083	Afurum gi na isi https://t.co/kTuNzzDNjV	negative	Afurum gi na isi	I lost your head in the head
ig_train_00084	@user @user Nna, Obodo bu igwe.	negative	Nna Obodo bu igwe	The Local Father is a machine
ig_train_00085	@user @user @user Lol onye zuzu numba wan. Thank you!	negative	Lol onye zuzu numba wan Thank you	Lol one to complete the Numba Wan Thank you
ig_train_00086	Akuko gi adiro nma 😒😒😭😭 https://t.co/qe70haYsjG	negative	Akuko gi adiro nma	Your story is good
ig_train_00087	@user Nne.. isi adirokwa gi mma o	negative	Nne isi adirokwa gi mma o	Mother's mother is so nice of you
ig_train_00088	@user Chai😂 ina acho onye i ga araputa😂😂	negative	Chai ina acho onye i ga araputa	Chai gets looking for someone you have to
ig_train_00089	Oji afufu eme orji 1 of Igbo land🙌 https://t.co/GFrQ7P53Ai	negative	Oji afufu eme orji  of Igbo land	Blue-Women of Weeks Land
ig_train_00090	Enyi a gtfo... Onye amụma ugha https://t.co/rwTFdnhSkB	negative	Enyi a gtfo Onye amụma ugha	This friend GTFO a false prophet
ig_train_00091	@user @user @user @user Mechie önu gi biko	negative	Mechie önu gi biko	Close your <song please
ig_train_00092	@user @user @user @user @user @user @user @user @user @user @user @user Archbishop afọ nsị..... 😁😁😂	negative	Archbishop afọ nsị	Archbishop year
ig_train_00093	@user Ike gwuru ada Igbo....no mind my tweet on post oo biko	negative	Ike gwuru ada Igbono mind my tweet on post oo biko	Causes I Can't Falling Igbo Mins My Tweet on Post Oo Please
ig_train_00094	Ndị ajọ obi https://t.co/11zwwyd4ap	negative	Ndị ajọ obi	The Wonderful Those
ig_train_00095	Odumeje ga egbu mmadu The Sucrutum!!! https://t.co/lH8X6xLeDs	negative	Odumeje ga egbu mmadu The Sucrutum	Success will kill the suprumum
ig_train_00096	Miracle onye uwa oma...	negative	Miracle onye uwa oma	Miracle the world's world
ig_train_00097	Chineke napu ekwensu ike . Damn.😏🥴🥴🥴 https://t.co/NuWnRnLSii	negative	Chineke napu ekwensu ike  Damn	God Draws the Devil Diven
ig_train_00098	Ndi ogbu ara obara coven agaghi afu this one. https://t.co/NvMsCa2KjI	negative	Ndi ogbu ara obara coven agaghi afu this one	Massive Ceven will not lose this one one
ig_train_00099	@user I swear.... E ka mụ ihe àmà, ịga áká mụ adị iberibe	negative	I swear E ka mụ ihe àmà ịga áká mụ adị iberibe	I swear to me lesson for me
ig_train_00100	Ndi Iwe n'ewe nya biko wegbuo ha Osuko Osuko nya biko sugbuo ha..... Iwe wegbukwa unu na anyi na su igbo 😂 #IgboInvasion #IgboTwitterCommunity	negative	Ndi Iwe newe nya biko wegbuo ha Osuko Osuko nya biko sugbuo ha Iwe wegbukwa unu na anyi na su igbo  IgboInvasion IgboTwitterCommunity	Be stirred up by anger, and offenders of them that you may be troubled by Sukin Gain machavasion to IgatWas.
ig_train_00101	@user @user @user Ka m na-agwakwa gi oo. 😅	negative	Ka m naagwakwa gi oo	Asays I am saying o
ig_train_00102	@user Oga speak English, Isi ana emebi gi?	negative	Oga speak English Isi ana emebi gi	Must simit english head for you
ig_train_00103	@user Mmadu nkea 🤣🤣🤣Ike gwuru!	negative	Mmadu nkea Ike gwuru	A person that is hard enough
ig_train_00104	Chukwu biko napu ekwensu Ike. https://t.co/NsPEtNMAdb	negative	Chukwu biko napu ekwensu Ike	God please lose the Devil
ig_train_00105	杨千嬅 O dikwa egwu o! ☹️	negative	O dikwa egwu o	It's been awesome
ig_train_00106	@user Gas gbakwa gi oku	negative	Gas gbakwa gi oku	The gases you fire
ig_train_00107	@user lmao who's your baby? Isi adikwa gi mma? https://t.co/fRvWM9vW2A	negative	lmao whos your baby Isi adikwa gi mma	LMAO Whos Your Baby's Baby's Baby is you better
ig_train_00108	Lord Lugard and ndaa Flora..... Chukwu kpọọ unu ọkụ ooooo https://t.co/BDBYGMTpHg	negative	Lord Lugard and ndaa Flora Chukwu kpọọ unu ọkụ ooooo	Lord Lugard and Snow Flora God calls you a fire oooo
ig_train_00109	Ndi Arondizuogu enyego ya, o lie, makana Pericoma na-anyi ajo alo. https://t.co/I9TD1VwX22	negative	Ndi Arondizuogu enyego ya o lie makana Pericoma naanyi ajo alo	Operoto Logo He Bury Periquo Fabiles
ig_train_00110	@user @user @user @user @user @user Chisom, ịsị adịghị gị mma!	negative	Chisom ịsị adịghị gị mma	Chisom denied you
ig_train_00111	@user @user @user @user @user @user @user @user @user Ọ salu go ọkụ nne??	negative	Ọ salu go ọkụ nne	She's Salu Go Light
ig_train_00112	@user Ndi ala fa enwero problem.	negative	Ndi ala fa enwero problem	LEWARDS LOVE POPOM
ig_train_00113	@user Nwanne! Nsogbu dị o	negative	Nwanne Nsogbu dị o	A sister of trouble
ig_train_00114	@user @user @user Chu-wa gi onu dia	negative	Chuwa gi onu dia	Cheese your mouth
ig_train_00115	Ndị a bu ndi ọjọọ 🤣🤣	negative	Ndị a bu ndi ọjọọ	These are bad
ig_train_00116	Must be nize... Ndi ara https://t.co/XbNdbA4xqJ	negative	Must be nize Ndi ara	You're Nize Nize
ig_train_00117	Ikechukwu onye ala https://t.co/ugzPlfZ03S	negative	Ikechukwu onye ala	Helocity of the Land
ig_train_00118	@user """"ike akụkọ adirom"""" the ultimate line. Tupu Amu alaputa nwoke mmadụ. 😭	negative	ike akụkọ adirom the ultimate line Tupu Amu alaputa nwoke mmadụ	Power reports in the ultimate Line Prior to birth
ig_train_00119	The run i ran today eh, Chineke ekwekwala ihe ọjọọ 😭	negative	The run i ran today eh Chineke ekwekwala ihe ọjọọ	The Run i Ran Today Don't God Allow Bad
ig_train_00120	@user @user Ndị asili gbakwa ute. 😂 😂 😂	negative	Ndị asili gbakwa ute	The Aselists also chew the UTE
ig_train_00121	@user Nna, ike dikwa! 😂😂😂😂😂	negative	Nna ike dikwa	The father of health is
ig_train_00122	@user @user @user O di egwu... Anam enyo gi enyo https://t.co/xgDSocdbKR	negative	O di egwu Anam enyo gi enyo	It is afraid to make your suspicious
ig_train_00123	onye ara, aturu. https://t.co/CG2Jl8lnSS	negative	onye ara aturu	a fucker
ig_train_00124	@user @user Kelechi; just negodu Njo ahia e kuru m boy... Ihe nke a odinma? Baba i no fit whine you. 😪	negative	Kelechi just negodu Njo ahia e kuru m boy Ihe nke a odinma Baba i no fit whine you	Greece Ist a bad trade I'm taken to Boy something of the DEA BABA
ig_train_00125	@user @user Ndi igbo is na ara di na udi	negative	Ndi igbo is na ara di na udi	The Igbo and the breasts in the shape
ig_train_00126	@user Taaaaaa mechie onu https://t.co/VTDe2M0b7G	negative	Taaaaaa mechie onu	Today's shot
ig_train_00127	@user Chai... Ihe nnwute 😢	negative	Chai Ihe nnwute	Chai things have been pain
ig_train_00128	@user @user @user @user @user @user @user @user Na afo ka nya bụ nwa nọ wa mebisia	negative	Na afo ka nya bụ nwa nọ wa mebisia	In the year as the nya is a child in the wide
ig_train_00129	@user @user Nhia bukwa mpa mmadu😔	negative	Nhia bukwa mpa mmadu	The plant is a salary
ig_train_00130	@user @user Ike agwu m te! https://t.co/n4q3PgrHqw	negative	Ike agwu m te	I'm tired
ig_train_00131	@user Ọ dịkwa egwu dị anyị	negative	Ọ dịkwa egwu dị anyị	And it is so fearful
ig_train_00132	@user Ike gwụrụ eziokwu m	negative	Ike gwụrụ eziokwu m	I'm tired of my fact
ig_train_00133	Nsogbu e nwego problem...	negative	Nsogbu e nwego problem	Problems There is Poblem
ig_train_00134	SAVAGE NDI AKPO https://t.co/JdJy8jKW79	negative	SAVAGE NDI AKPO	Savage Savage
ig_train_00135	Kingsley I'm on the floor 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 Onye ala nkwo akpu 🙄 https://t.co/1ItHUixWf7	negative	Kingsley Im on the floor  Onye ala nkwo akpu	Kingsley Im on the Floor Departure
ig_train_00136	😂😂😂😂 correct babe...Gwa han. Ndi ara.🤣🤣 https://t.co/o5BJ6zrFvR	negative	correct babeGwa han Ndi ara	Correct beaches han
ig_train_00137	@user I swear. Odi ezi egwu.	negative	I swear Odi ezi egwu	I swear is good terror
ig_train_00138	@user @user Ezigbo nsogbu di!	negative	Ezigbo nsogbu di	A good problem
ig_train_00139	Ndi obi akpo 😂😂😂😂 https://t.co/z5s5bDKxvf	negative	Ndi obi akpo	The Hearts
ig_train_00140	@user @user Nsogbu. Shift lemme see road jor	negative	Nsogbu Shift lemme see road jor	Shift Project Timal Heo Road Jor
ig_train_00141	@user @user @user @user @user @user @user @user @user Anwuola m ebe a...🤣🤣🤣	negative	Anwuola m ebe a	I am dead here
ig_train_00142	Guys Nsogbu dikwa #Getwet https://t.co/iverlUJJt3	negative	Guys Nsogbu dikwa Getwet	GUYS OF THE GETWET
ig_train_00143	Lol. This team.. ndi mgbu🤡	negative	Lol This team ndi mgbu	Lol this team of pain
ig_train_00144	Nwanne ara di ebe a o https://t.co/hSOn6KroIq	negative	Nwanne ara di ebe a o	Breastmen is here o
ig_train_00145	Pink is a female colour gbuo ghi dia.. onye apari	negative	Pink is a female colour gbuo ghi dia onye apari	Pink is a Female Colour Know not to die
ig_train_00146	Ememe a n'ụlọ ofufe? nnọọ pathetic, mmụọ ọjọọ akwadokwa ọchịchị na Igbo ala 😔 https://t.co/3MRPMbcokG	negative	Ememe a nụlọ ofufe nnọọ pathetic mmụọ ọjọọ akwadokwa ọchịchị na Igbo ala	The Host of the Worst Pathic Towards Result government in Bugs
ig_train_00147	@user Ike gwuru final!	negative	Ike gwuru final	Final tired of Final
ig_train_00148	@user @user Nna ike gwulu	negative	Nna ike gwulu	The father of the power of
ig_train_00149	Iberibe odi ụzọ ole ụmụnne m?	negative	Iberibe odi ụzọ ole ụmụnne m	Pieces that there just how many brothers my brothers
ig_train_00150	@user Ihere o na eme onye Ara? 😏	negative	Ihere o na eme onye Ara	Shame it makes a breast
ig_train_00151	@user @user Owu ya. Lee gi lekwa relegation.	negative	Owu ya Lee gi lekwa relegation	His Lonely See You Repet
ig_train_00152	@user @user @user Vuru ụwa gị gawa this morning o.	negative	Vuru ụwa gị gawa this morning o	The world's world goes out of the Morning O
ig_train_00153	@user Loll.. Onye obi akpo🤣🤣	negative	Loll Onye obi akpo	Loll the Hearts
ig_train_00154	@user Nna, ndi a choro i nye mmadu high BP biko! Ahhh!!!	negative	Nna ndi a choro i nye mmadu high BP biko Ahhh	These fathers need you to someone Higher BP please
ig_train_00155	@user Bia Nwanyi Ichoro igbu Mmadu?	negative	Bia Nwanyi Ichoro igbu Mmadu	Come to a woman you want to kill someone
ig_train_00156	@user Ike gi agwula m hoha. 🤦🏿‍♂️	negative	Ike gi agwula m hoha ‍	My strength has never finished haha
ig_train_00157	@user @user @user @user @user @user @user Ara gbachikwa gị ntị there	negative	Ara gbachikwa gị ntị there	To babe your heed
ig_train_00158	@user @user ha ga ejizi otele gi gbape borehole di omimi nwanna. 10 years borehole!	negative	ha ga ejizi otele gi gbape borehole di omimi nwanna  years borehole	They will then use to boile to Borehille deeper deeho yearehole
ig_train_00159	Onye oshi o🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/f9rkNndEWk	negative	Onye oshi o	An Ohi
ig_train_00160	@user Ina enye ya onu Ewu gambia	negative	Ina enye ya onu Ewu gambia	To give it to Gambia
ig_train_00161	Ewo!!! Iji ya!!! Isi gi kajad!!!😍🥺 https://t.co/FILpZft1bJ	negative	Ewo Iji ya Isi gi kajad	Had been used to use your head to KAJAD
ig_train_00162	Apama wu nnor onye apari🤣🤣🤣🤣 https://t.co/A4aYRFdZUX	negative	Apama wu nnor onye apari	Aparta build a shorter person
ig_train_00163	@user @user Lmao. N ga tuba gi ime ofu ubosi.	negative	Lmao N ga tuba gi ime ofu ubosi	Lmao n will tube you to makeup
ig_train_00164	@user @user Loòool... onye ara ibe m🙄	negative	Loòool onye ara ibe m	Loosocool my partner
ig_train_00165	@user Bia nwanyi aa,iga egbu mmadu ooo,uchenna ose na adi na pepper soup ooo,oya tugharia pepper soup na asusu Igbo..@user	negative	Bia nwanyi aaiga egbu mmadu ooouchenna ose na adi na pepper soup ooooya tugharia pepper soup na asusu Igbo	Come to aile Ailakeeping pepper in Pepper Soup OOOOOY To Translate Pepper SOP and English
ig_train_00166	@user @user Nawa oh.. We should now fear police more than robbers? Chukwu napukwa ekwensu ike	negative	Nawa oh We should now fear police more than robbers Chukwu napukwa ekwensu ike	Neuta Oh we should shouldll now fear policy More Than Robbers Every Divine
ig_train_00167	Imitation prophet abiakwa ozo https://t.co/PdBfZlc45u	negative	Imitation prophet abiakwa ozo	Imitation propthet comes again
ig_train_00168	@user Nwa ibiakwa nke ne ese okwu	negative	Nwa ibiakwa nke ne ese okwu	The birth of the pen
ig_train_00169	@user Ina acho okwu 😭😂	negative	Ina acho okwu	Looking for words
ig_train_00170	@user Nsogbu dikwa oh😂🤣	negative	Nsogbu dikwa oh	The problem oh
ig_train_00171	@user @user Chaai 😭😭😭😭😭😭 Obi mgbawa this early morning... Mana nsogbu adiro	negative	Chaai  Obi mgbawa this early morning Mana nsogbu adiro	Empi Shores Morting but trouble is
ig_train_00172	Onye obula hapuru nke ya wee were nke onye ozo, ghotakwa na ita aka n'onu ga-aburiri nwunye di ya.	negative	Onye obula hapuru nke ya wee were nke onye ozo ghotakwa na ita aka nonu gaaburiri nwunye di ya	Anyone who left him and took the one else from another person that I know to her husband
ig_train_00173	@user @user @user @user @user @user @user @user @user Typical Igbo woman..Ndi obi akpo	negative	Typical Igbo womanNdi obi akpo	Typical View Womyrs
