ID	tweet	label	cleaned_text	translated
kr_train_00017	Uyu mukobwa ari kuvuga ngo mubwire niba naramuciye inyuma kuri diane, ntabwo azi ko iby'isi aramabanga 🤣🤣	negative	Uyu mukobwa ari kuvuga ngo mubwire niba naramuciye inyuma kuri diane ntabwo azi ko ibyisi aramabanga	This girl says to tell her if I cut her back at Diane he doesn't know that the world is secretive
kr_train_00018	@user nta hene ikura ngo ibe inka😂😂	negative	nta hene ikura ngo ibe inka	There is no goat to be cows
kr_train_00019	@user @user @user Wibukeko iyo umubyeyi atagira isoni zibyo akorera kukarubanda numwanawe ntabwo yamubuza kwiyandarika Abaruwanyina nyine	negative	Wibukeko iyo umubyeyi atagira isoni zibyo akorera kukarubanda numwanawe ntabwo yamubuza kwiyandarika Abaruwanyina nyine	Remember, when a mother is not ashamed to work for public, she does not prevent her from immoral
kr_train_00020	Kubona aba followers hano bigoye kurusha uko wabona imbwa y umutuku cg amahoro muri rayon sport https://t.co/SkaB4BrxvZ	negative	Kubona aba followers hano bigoye kurusha uko wabona imbwa y umutuku cg amahoro muri rayon sport	Seeing these followers here more difficult than you can get a red dog or peace in Rayon Sport
kr_train_00021	@user @user @user @user @user @user @user @user @user @user @user @user Iyo nama ugiriye Basile nta kuntu wabanza kuyubahiriza nawe ubwawe? Ukagerageza kumva ibyo avuze (ibyo udashaka kumva). Mwirirwe	negative	Iyo nama ugiriye Basile nta kuntu wabanza kuyubahiriza nawe ubwawe Ukagerageza kumva ibyo avuze ibyo udashaka kumva Mwirirwe	The meeting you have to do with the meeting you can be able to comply with yourself and try to understand what you don't want to feel for yourself.
kr_train_00022	Mu batanteye agahinda ni bariya. Iyo umuntu ahisemo nabi, arangiza nabi nyine. https://t.co/oVmg4tIz2h	negative	Mu batanteye agahinda ni bariya Iyo umuntu ahisemo nabi arangiza nabi nyine	Among those who did not give up on him were that of a bad choice and finished
kr_train_00023	@user @user @user Uriya mukobwa @user ikibazo afite gikomeye cyane, ni igwingira ryo mu mutwe.	negative	Uriya mukobwa  ikibazo afite gikomeye cyane ni igwingira ryo mu mutwe	That girl a problem is very important is mental
kr_train_00024	@user Kugenda namaguruse bobakaba bajyana nimodoka aho bagiye hose batitaye kubwurwo rugendo ukorungana urumva mwahurirahe	negative	Kugenda namaguruse bobakaba bajyana nimodoka aho bagiye hose batitaye kubwurwo rugendo ukorungana urumva mwahurirahe	Walking with the loan they go with the car wherever they go regardless of that journey that you feel you understand
kr_train_00025	Nteye akajisho k’urukiko rw’ubujurire, muri comments hariyo abantu wagirango ni abahano kumihanda 😂😂😂 gusa Taifa na Karenzi ngo bazakora ejo🥺 https://t.co/KF7jTDnivb	negative	Nteye akajisho k’urukiko rw’ubujurire muri comments hariyo abantu wagirango ni abahano kumihanda  gusa Taifa na Karenzi ngo bazakora ejo	I appeal to the Court of Appeal in Comments there would be people who were duties only on the roads Taifa and Karenzi to work tomorrow
kr_train_00026	N'imyaka yose umaze waranze kubikora😪 https://t.co/AhlFS5DMx9	negative	Nimyaka yose umaze waranze kubikora	It's all the years you have refused to do it
kr_train_00027	Cyakoza abakire mubaho neza ibaze abantu bagire ubute bwo kujya kunnya hanze bakannya munzu 🤣🤣🤣🤣 murakaze #ntimumputaze nihitiraga🏃‍♂️🏃‍♂️🏃‍♂️🏃‍♂️🏃‍♂️🏃‍♂️🏃‍♂️	negative	Cyakoza abakire mubaho neza ibaze abantu bagire ubute bwo kujya kunnya hanze bakannya munzu  murakaze ntimumputaze nihitiraga‍‍‍‍‍‍‍	It causes the rich in a well-decent person who has the need to go outside and eat in the house and you are not ashamed
kr_train_00028	Nawe yabuze icyo yimarira ahitamo kwangara, wumva hari undi yagira icyo America kweli? Wapi! https://t.co/wOOqswdZtQ	negative	Nawe yabuze icyo yimarira ahitamo kwangara wumva hari undi yagira icyo America kweli Wapi	He also lost his father's choice he chooses to be aware of who you feel like someone else will have any America Wapi
kr_train_00029	@user Narumiwe ubwo umaze kurya milliards zingahe	negative	Narumiwe ubwo umaze kurya milliards zingahe	I was dazed when you have eaten many Milliards
kr_train_00030	@user #Umuyobozi :nshaka rapport yabapfakazi mu kagari uyobora #Kanyana: abapfa mukagari nyobora ni 20🙈	negative	Umuyobozi nshaka rapport yabapfakazi mu kagari uyobora Kanyana abapfa mukagari nyobora ni	The leader I want a widow's rapport in the Cell leading Kanyana mown filth of the lead is
kr_train_00031	@user Ubwo c woe UMUNTU uryama nta musego akamara umwaka wose ijosi ari rizima urumva aba yoroshye mn😂	negative	Ubwo c woe UMUNTU uryama nta musego akamara umwaka wose ijosi ari rizima urumva aba yoroshye mn	When c woe a man to bed with no pillow last year's neck is alive you feel like light mn
kr_train_00032	Sinkuza umusatsi ndetse mu mutwe, mu mutwe niho bipfira nigga si k'umutwe🎶 #Batazagirango @user @user 📸@user 👔@user @user @user Nyamirambo https://t.co/h4MC1cYRIy	negative	Sinkuza umusatsi ndetse mu mutwe mu mutwe niho bipfira nigga si kumutwe Batazagirango       Nyamirambo	I do not grow hair and mental mentality is where they die nigga not on the heads will not be crucified
kr_train_00033	Ukumva Girlfriend arakubwiye ngo niwohereza ushyireho ayo gukata, Dear ladies mutubabarire kbx🙄😏😏😏😏 https://t.co/2jFcxjU3G6	negative	Ukumva Girlfriend arakubwiye ngo niwohereza ushyireho ayo gukata Dear ladies mutubabarire kbx	Whether you hear the girlfriend tells you to send them to fix the Dear Ladies, Get KBX
kr_train_00034	@user Nubwo Imana igira inzira zirenze 1000 iyo ntayirimo	negative	Nubwo Imana igira inzira zirenze  iyo ntayirimo	Although God has more than no means
kr_train_00035	Uko Imana igenda itinda mbona izacyura ubusa 😂😂😂☺️🤭 @user @user @user @user	negative	Uko Imana igenda itinda mbona izacyura ubusa	How God Is Slow I See It Will Run
kr_train_00036	Arko buriya abantu 3 babyutse bakora unfollow niki babyutse banywa ? Ego baba 🤭🤭😭	negative	Arko buriya abantu  babyutse bakora unfollow niki babyutse banywa  Ego baba	ARKO BURIYA WHERE THEY WORKING UNFOLLOW WHAT WAS BOOKING THEY DAY EGO BABA
kr_train_00037	@user Mbateze iminsi ye urabeshyera ubusa mwe muzareke gupfa ibindi byo nzababona😂😂😂😂😂	negative	Mbateze iminsi ye urabeshyera ubusa mwe muzareke gupfa ibindi byo nzababona	I'm waiting for her days in vain you will stop that I will find more
kr_train_00038	Nyuma yo kunkwera mu gisimenti yibagiwe password 😂😂@user https://t.co/6Z0KoRUSvK	negative	Nyuma yo kunkwera mu gisimenti yibagiwe password	After delivering me from the Gishementi forgot Password
kr_train_00039	Ese niki giha uburenganzira @user gukura amafaranga kuri konti yumuntu uko bishakiye, igihe bashakiye?@user #RwOT	negative	Ese niki giha uburenganzira  gukura amafaranga kuri konti yumuntu uko bishakiye igihe bashakiye RwOT	Is what gives the right to grow money from someone's account as they search for Ryota
kr_train_00040	@user @user “Ibitagira abakuru birumba ari indaru (indaro)” ariko kandi igihugu kiramutse kidafite abato bacyo cyakwizera kurimbuka vuba bidashidikanywaho.	negative	“Ibitagira abakuru birumba ari indaru indaro” ariko kandi igihugu kiramutse kidafite abato bacyo cyakwizera kurimbuka vuba bidashidikanywaho	"The challenges are safe," but the country does not have its younger ones that will be uncertain
kr_train_00041	Bati gahunda ni ""gukemura ikibazo cy'ubushomeri mu rubyiruko"" Ese Ubushomeri buri mu rubyiruko gusa cg hari n'abakuze babuze imirimo? @user @user @user @user @user	negative	Bati gahunda ni gukemura ikibazo cyubushomeri mu rubyiruko Ese Ubushomeri buri mu rubyiruko gusa cg hari nabakuze babuze imirimo	They say the plan is to solve the issue of unemployment in youth, only unemployment of young people or adults who have lost work
kr_train_00042	@user Aha ntacyo yabona yirangayeho	negative	Aha ntacyo yabona yirangayeho	Here he would see nothing
kr_train_00043	Ese nk abantu bareba tweet yawe ntibanaguhe like .,🤭. Ibu Ari amafaranga ibatse yo bayaguha😳	negative	Ese nk abantu bareba tweet yawe ntibanaguhe like  Ibu Ari amafaranga ibatse yo bayaguha	Is as people watching your Tweets Don't give you a LIKE WORK MONEY BAKE
kr_train_00044	@user @user Chry yayanyatse ngo ntayasesagura ngo ubwo ntangiye kuyarata ngo yagiye😭😭😭	negative	Chry yayanyatse ngo ntayasesagura ngo ubwo ntangiye kuyarata ngo yagiye	CHRY SENTENCED I would not yipping them as I started to boast of it.
kr_train_00045	@user Uravuze ngo ibya kovidi kubyumva bisaba kwitandukanya n'ubwenge?	negative	Uravuze ngo ibya kovidi kubyumva bisaba kwitandukanya nubwenge	You say about Kovidi to feel that it requires alienation
kr_train_00046	Niba unyanga uriguta umwanya😂😂kereka amafaranga anyanze😐😐ahhooo naborogaaaaaa	negative	Niba unyanga uriguta umwanyakereka amafaranga anyanzeahhooo naborogaaaaaa	If you hate you and you are the one that is the money that cannzeahhooo nabokogaaaaaa
kr_train_00047	@user Erega nawe twamufashe nabi cyane tumushyira inyuma ya ferabeto	negative	Erega nawe twamufashe nabi cyane tumushyira inyuma ya ferabeto	For you too have taken him so badly and put him on the back of Frabto
kr_train_00048	@user Yego nkufata uko utari kbs kuko nkufata nk' Umukobwa	negative	Yego nkufata uko utari kbs kuko nkufata nk Umukobwa	Yes I treat you as you are not Kbs because I treat you as a girl
kr_train_00049	@user Iki nicyo gituma mwitwa Gahuza Miryango ?? Cg nibwo budasa bwa #BBC ? Mukomeje gusenya benshi aho kubahuza intego yarahindutse, murananiwe !	negative	Iki nicyo gituma mwitwa Gahuza Miryango  Cg nibwo budasa bwa BBC  Mukomeje gusenya benshi aho kubahuza intego yarahindutse murananiwe	This is why you are called the Familian Law that is the BBC Universal to destroy many instead of coordinating the goals that have changed
kr_train_00050	@user Komperuka ariho wavukiye se ababyeyi bawe banze kwishyura imisoro ngo babazanire ibikorwa remezo 🤔🤥	negative	Komperuka ariho wavukiye se ababyeyi bawe banze kwishyura imisoro ngo babazanire ibikorwa remezo	The existing FEATURE of your parents refused to pay taxes to bring them infrastructure
kr_train_00051	@user Wa nkozi y ibibi we Umwanzi w Imana😂😂😂😂	negative	Wa nkozi y ibibi we Umwanzi w Imana	The Evil One of God The Enemy of God
kr_train_00052	Ariko Narumiwe koko ubonye Avi yange uhita umpa 🎤 umaze kumenya ko ari ngewe uhita umanura🤭🤭 Ndumiwe koko	negative	Ariko Narumiwe koko ubonye Avi yange uhita umpa  umaze kumenya ko ari ngewe uhita umanura Ndumiwe koko	But I really got confused when he found my avi and immediately gave me a realizing that it was as if you were immediately cleansed
kr_train_00053	@user Bisanzwe bizwi nubundi Ko FERWAFA ikora nabi wagira ngoyo na REB biba biri kurushanwa	negative	Bisanzwe bizwi nubundi Ko FERWAFA ikora nabi wagira ngoyo na REB biba biri kurushanwa	Normal recognized by the other that FERWAFA is doing wrong you would have the same and Reb is competing
kr_train_00054	@user Sinatereta umukobwa utazi gutandukanya gutandukanya ibihekane ""nt na nd"".	negative	Sinatereta umukobwa utazi gutandukanya gutandukanya ibihekane nt na nd	I don't give up a girl who doesn't know how to distinguish the split NT and ND
kr_train_00055	@user Kwirarira ni bibi man	negative	Kwirarira ni bibi man	Brying is a bad man
kr_train_00056	#Mi_vow by @user=2.8views ariko still gahunda ni #NTAKUDOHOKA. Views ni ubusa shaaaa! 🙄🤤 @user @user @user @user @user @user @user @user	negative	Mivow by views ariko still gahunda ni NTAKUDOHOKA Views ni ubusa shaaaa	Mivow by Views but Still Program is NTAHAKEHOKA Views is empty shaaaa
kr_train_00057	@user @user Harimo ubugome bukabije. Ni uko utabonye igiti ajya azirikiraho abantu, nakibonye muri tweet ya @user ndumirwa	negative	Harimo ubugome bukabije Ni uko utabonye igiti ajya azirikiraho abantu nakibonye muri tweet ya  ndumirwa	Including the cruelty is that you did not find a tree that he will learn from the people I see in the tweets of Ndumirwa
kr_train_00058	#Neg.G arahacanye Haraka, ""Pfla yarankanze Mpita Mutinya....Nkubise Misire hasi kandi ntacyo bari buntware"". REBA HANO👇 IKIGANIRO CYOSE https://t.co/Nb9YASVklx	negative	NegG arahacanye Haraka Pfla yarankanze Mpita MutinyaNkubise Misire hasi kandi ntacyo bari buntware REBA HANO IKIGANIRO CYOSE	Negg rank Arakaka Plaf I knitted me and beat me out of Misses down and were nothing to do with it see all the conversation
kr_train_00059	Abanyarwanda bataye umuco wo kutareba ibitabareba none basigaye batekereza nibitabareba Ahaaaaa 🙆🙆	negative	Abanyarwanda bataye umuco wo kutareba ibitabareba none basigaye batekereza nibitabareba Ahaaaaa	Rwandans have lost a culture of not concerned, and now they are thoughtful and what is going to live a Ahaaaaa
kr_train_00060	@user Yarangiza ngo ni Mutimucyeye... apuuuu.....	negative	Yarangiza ngo ni Mutimucyeye apuuuu	He completed it to be average Apuuuu
kr_train_00061	@user Simbonax arihamwe mugikari cyabo 🤷‍♂️ ahubwo ayo maso yae agenda areba hejuru 💀🙊🤣🤣	negative	Simbonax arihamwe mugikari cyabo ‍ ahubwo ayo maso yae agenda areba hejuru	Simbonax is their courtyard but the eyes yae walks up
kr_train_00062	😂 ariko ngo ntakintu kiryoha nka morning sex aba bikoze badusangize kur experience 🤌	negative	ariko ngo ntakintu kiryoha nka morning sex aba bikoze badusangize kur experience	But nothing taste like Morning Sex who did Badusangize Kur Experience
kr_train_00063	@user Ni nko guterwa n'imbeba ugacirira urukwavu ngo ruzikwirukanire mu nzu	negative	Ni nko guterwa nimbeba ugacirira urukwavu ngo ruzikwirukanire mu nzu	It is like a mouse and judge a rabbit to expel them in the house
kr_train_00064	@user @user Nonex nawe uradutengushye 😁🤌	negative	Nonex nawe uradutengushye	Nonex and you disappoint us
kr_train_00065	@user @user @user @user Cyaze kabisa abasenzi barakubeshya ugashiduka shwiii bagukozemo akazi ako ubu narabamenye	negative	Cyaze kabisa abasenzi barakubeshya ugashiduka shwiii bagukozemo akazi ako ubu narabamenye	Grant the Kabisa Mwenzi lying to Shwii who did the job now I knew them
kr_train_00066	Les jurons que j’ai encaissé last night 💀💀😭😭😭 Iyo ibitutsi biba byica mba napfuye nkazuka nkongera ngapfa 💀	negative	Les jurons que j’ai encaissé last night  Iyo ibitutsi biba byica mba napfuye nkazuka nkongera ngapfa	The jurns that j'ai encaissé Last Night When the insults are dead, I am dead and resurrected and dies
kr_train_00067	@user @user @user @user Arkox inkoko izsrwana ninkoko nimurangiza muvugengo iyo nkoko irarenze mwage mureka kureba hafi koko mukareba kure	negative	Arkox inkoko izsrwana ninkoko nimurangiza muvugengo iyo nkoko irarenze mwage mureka kureba hafi koko mukareba kure	Arkox Chicken Izrsrwa and Chicken and Satisfaction This Chorry is Over You Really Stop Close Dream
kr_train_00068	@user @user Umuvandimwe aho bukera araza kurwara akadege😂😂😂	negative	Umuvandimwe aho bukera araza kurwara akadege	Brother where it's akera comes to get ridiculous
kr_train_00069	@user Nawe ba umwiyahuzi ntacyo	negative	Nawe ba umwiyahuzi ntacyo	And you are the one suicide
kr_train_00070	@user @user Muge mureka kuvuga ubusa, nyirubwite yivugiye uburyo abana be bize woe ubivuguruza uri nkande? Ibinyoma nibyo muzi gusa	negative	Muge mureka kuvuga ubusa nyirubwite yivugiye uburyo abana be bize woe ubivuguruza uri nkande Ibinyoma nibyo muzi gusa	Learn to stop speaking the owner mentioned how his children have learned it woe contradictions you are just the one you know
kr_train_00071	@user @user @user @user Nonese nimba amazi amaze ibyumweru 2 ataza ubu koko ayo koga yavahe	negative	Nonese nimba amazi amaze ibyumweru  ataza ubu koko ayo koga yavahe	Anyway if the water has not yet come to the week
kr_train_00072	Ark abakobwa bakunda cash narindikumwe na chr ikijyama kimukubita aka message ka MOMO none ahise ambazango nitwande sha🙆‍♂️🙆‍♂️🙆‍♂️	negative	Ark abakobwa bakunda cash narindikumwe na chr ikijyama kimukubita aka message ka MOMO none ahise ambazango nitwande sha‍‍‍	Ark Girls Love Cash I'm adding to Chr Impressing him Aka Momo Message and now Ambazango Ntwande
kr_train_00073	@user @user @user @user @user @user Uwo musaza ra ko numva uwamwegereza abafeminists bamukurugutura?	negative	Uwo musaza ra ko numva uwamwegereza abafeminists bamukurugutura	The elder rah I heard the approachable the Baffer
kr_train_00074	@user @user @user @user @user Kubera kureba cyne ibibazo byisi ijisho ryaracuramye ndaq😂	negative	Kubera kureba cyne ibibazo byisi ijisho ryaracuramye ndaq	Due to watching the world's problems with the eye swimming ndaq
kr_train_00075	@user Mwaramutse neza Mudufashe ko turimo gukatwa amafaranga igihe nkuye amafaranga kuri Momo nyashyira kuri konte bimeze bite ko bidasobanutse?	negative	Mwaramutse neza Mudufashe ko turimo gukatwa amafaranga igihe nkuye amafaranga kuri Momo nyashyira kuri konte bimeze bite ko bidasobanutse	Good morning help us we're cutting money when I get money to Momo i put it on the account and how is it not clear
kr_train_00076	Harigihe wibwira ko uri gutwika nyamara uri gushiririza 💀	negative	Harigihe wibwira ko uri gutwika nyamara uri gushiririza	Sometime think that you are burning yet you are a campaign
kr_train_00077	@user @user My a good fool advice buy harlot.indaya nisawa izaguha byose umugera na sida	negative	My a good fool advice buy harlotindaya nisawa izaguha byose umugera na sida	My A Good Fool Advice Buy Harlotindaya Nisawa will give you all you are head and AIDS
kr_train_00078	Gusondeka mumyubakire ya wassac mugihe cyumunsi umwe kko?? https://t.co/mDJKBBHHrE	negative	Gusondeka mumyubakire ya wassac mugihe cyumunsi umwe kko	Sign up in Wassac Respect during the same day KKO
kr_train_00079	@user @user @user Biracyenewe Cyane Ko Hagira Igikorwa kugihombo Dukomeza guterwa nimikorere idahwitse ya @user birakabije kubera iki Ntacyo mubikoraho? https://t.co/E6su1OFCfr	negative	Biracyenewe Cyane Ko Hagira Igikorwa kugihombo Dukomeza guterwa nimikorere idahwitse ya  birakabije kubera iki Ntacyo mubikoraho	It is very difficult for a perpetrant activity that we continue to be caused by unreasonable performance of the extreme because of nothing touching it
kr_train_00080	Mbyutse numva umunwa uri kurya mwa bantu mwe ndumva nawukwedurira kubantu..✍️✍️	negative	Mbyutse numva umunwa uri kurya mwa bantu mwe ndumva nawukwedurira kubantu	I woke up and listen to the mouth you are eating you people I feel like I would give it to the people
kr_train_00081	@user man uzi ko naringiye kumwitexa mwohereza imitomo ama sms... kumbi nuko narinshonje gusa😣😉	negative	man uzi ko naringiye kumwitexa mwohereza imitomo ama sms kumbi nuko narinshonje gusa	man you know that I have finished smelling you and sends the slice a sMS at all
kr_train_00082	@user Ahaa hari abantu iyo batabanje kwifata ku gahanga batandika! Ngo baba bashaka guha umuntu ibye! Tugire tuti: “#SIGAHO!”	negative	Ahaa hari abantu iyo batabanje kwifata ku gahanga batandika Ngo baba bashaka guha umuntu ibye Tugire tuti “SIGAHO”	There are people when they do not first hold on to the forehead and they want to give someone what they say, "Leave it"
kr_train_00083	@user @user @user arazireba gusa ni umukunzi wa messi i mean nikimwe nkabandi bazi ko the world revolves around messi	negative	arazireba gusa ni umukunzi wa messi i mean nikimwe nkabandi bazi ko the world revolves around messi	He only looks at him is Messi's friend and one like the others know that the world revolves around Messi
kr_train_00084	Youtubers content: noneho @user namenya ibyo ababahungu bamukoreye arava mu iyangaza makuru 😊 https://t.co/N6X3zyPl9f	negative	Youtubers content noneho  namenya ibyo ababahungu bamukoreye arava mu iyangaza makuru	Youtubers Content Now I know what boys have done for him and leaves the news
kr_train_00085	Cyakoza harinabantu badakunda bagenzi bababo Reba ukuntu uyumushinwa akubita umunyarwanda mugenziwe areba RUKARA yari intwari peee https://t.co/Er1phVl8EU	negative	Cyakoza harinabantu badakunda bagenzi bababo Reba ukuntu uyumushinwa akubita umunyarwanda mugenziwe areba RUKARA yari intwari peee	It would go on with people who don't love their loved ones see how the China hits a Rwandan Fellow Rukara was a hero peee
kr_train_00086	@user Njyewe yamfashije kwica gahunda yo kwiga	negative	Njyewe yamfashije kwica gahunda yo kwiga	I HAD HELPED TO KILL THEM
kr_train_00087	@user wa mugabo yatugarutsemo ndaq😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/CP4p1tgGkP	negative	wa mugabo yatugarutsemo ndaq	The man did not return to us Ndaq
kr_train_00088	Sukwirata pe gusa iyo bampamagaje Android nkavugira kuri phone umwanya munini bintera allergie zo kunuka mukwaha 😒🤸‍♂️🤸‍♂️🤸‍♂️🤸‍♂️🤸‍♂️ https://t.co/dhHzZNE3ya	negative	Sukwirata pe gusa iyo bampamagaje Android nkavugira kuri phone umwanya munini bintera allergie zo kunuka mukwaha ‍‍‍‍‍	Ugurataraka pe only when they call me android by talking about the phones which a lot makes me a smelling allergies
kr_train_00089	N'inshingano z'Umugabo kugaburira no gutanga umugorewe kubera ko ubwo umugore aheruka kugaburira umugabo twahise twirukanwa muri edeni😅😅 @user @user @user @user @user @user @user @user @user @user @user	negative	Ninshingano zUmugabo kugaburira no gutanga umugorewe kubera ko ubwo umugore aheruka kugaburira umugabo twahise twirukanwa muri edeni	It is a man's responsibility to feed and give his wife because the last woman feeds the man we immediately was expelled from Eden
kr_train_00090	@user Ni ukuri. Ikirunga cya Nyiragongo kiri kuruka.	negative	Ni ukuri Ikirunga cya Nyiragongo kiri kuruka	Is the fact the volcano of Nyiragongo is running
kr_train_00091	@user Nahita niha akazi mu kigo runaka ariko gikaze (kajyanye na carrier) ngahita negura.😹😹😹😹😅 Ibaze urwego rw'ubushomeri ndiho🙆	negative	Nahita niha akazi mu kigo runaka ariko gikaze kajyanye na carrier ngahita negura Ibaze urwego rwubushomeri ndiho	I would immediately take a job in a particular institution but the old carrier and immediately decide asking how unemployment level I am there
kr_train_00092	@user @user Yigize igisambo ku ngufu kand izo yibye zigira likes 3 gusa	negative	Yigize igisambo ku ngufu kand izo yibye zigira likes  gusa	It made up a robbery and the sight of those who stole it just lies
kr_train_00093	Ari ukuhira igiti m mvura n kwinyarira m mvura ubusazi cyane n ubuhe?🤔 Ur opinions plz.....	negative	Ari ukuhira igiti m mvura n kwinyarira m mvura ubusazi cyane n ubuhe Ur opinions plz	It is a burning tree m rain and the dynamic m rage so much insanity n what is ur opinions plz
kr_train_00094	Ese kubera iki wumva wakwishimira kurya ibitaribyawe nkaho nyirabyo atakiriho nabe bose bashizeho pole MURINDAHABI IRENE	negative	Ese kubera iki wumva wakwishimira kurya ibitaribyawe nkaho nyirabyo atakiriho nabe bose bashizeho pole MURINDAHABI IRENE	Why do you feel like you would be happy to eat what was not born if the owner was no longer there all the pole murindahabi irene
kr_train_00095	@user 😂😂😂😂😂😂😂😂😂 Hari igihe uzarara hanze uziko ari za blagues.	negative	Hari igihe uzarara hanze uziko ari za blagues	There are times when you come outside you know that they are for Blagues
