ID	tweet	label	cleaned_text	translated
twi_train_00037	wo y3 nipa b3n	negative	wo y nipa bn	You'
twi_train_00038	akkoa yi ti ate oo 😂😂😂	negative	akkoa yi ti ate oo	The head of this akkoaa is heard oo
twi_train_00039	s3 eny3 nsem bi a anka ka nokware s33 chelsea nso y3 team mpo anaa 🙄 🤧🤧🤧 mu sore a dede hunu nkoaa ene mun3 🤣🤣🤣🤣🤣🤣🤣🤣	negative	s eny nsem bi a anka ka nokware s chelsea nso y team mpo anaa   mu sore a dede hunu nkoaa ene mun	If it wouldn
twi_train_00040	eeii bossu obaa nti wo ka nkwasiasem 🙄	negative	eeii bossu obaa nti wo ka nkwasiasem	Eeii bossu woman for the sake of stupid
twi_train_00041	oh tsw dierr hoh tsw ya register wiasim ha niama nyinaaasika sei saaa ghana beyond aid no registration faho b3n	negative	oh tsw dierr hoh tsw ya register wiasim ha niama nyinaaasika sei saaa ghana beyond aid no registration faho bn	Oh tsw dierr Hoh tsw ya register ya Register stealing here nimas all you had money like this
twi_train_00042	wo naa yenp3 wo deda wo b3 sre sika akokor photo if you dont	negative	wo naa yenp wo deda wo b sre sika akokor photo if you dont	Your na we don't want you to sleep with you b sre Sikako Photo if you dont
twi_train_00043	wo maame trumu korrrrr aboa	negative	wo maame trumu korrrrr aboa	Your mother’s Trum karrr has helped
twi_train_00044	saa werner no wagyimi anaa	negative	saa werner no wagyimi anaa	That werner has been fools or
twi_train_00045	saka3nka arsenal player enso de3 european trophy fa wo ho ben	negative	sakanka arsenal player enso de european trophy fa wo ho ben	SAKANKKANKA ArSSELYER Player Ensode the european trophy take you ben
twi_train_00046	y3 na y3 bl3 oo 😂😂😂	negative	y na y bl oo	Y na y bl oo
twi_train_00047	nyansa baako sei nni ger yi trim ad3n aa 6packs and money 😂😂	negative	nyansa baako sei nni ger yi trim adn aa packs and money	There is one wisdom like this Ger trim adn aa Packs and Money
twi_train_00048	ay3 ka wonna enemys get we ooooo 3ny3 nkwasiafo politicians yiaa anka alatafo nso y3 nipa	negative	ay ka wonna enemys get we ooooo ny nkwasiafo politicians yiaa anka alatafo nso y nipa	Ay you are in yourna enemy Get We oooo ny stupid Politicians yiaa
twi_train_00049	mtcheww sei na nnwom te3	negative	mtcheww sei na nnwom te	Mtchewww this is the way music is like
twi_train_00050	ruth p3 kasa dodou be kasa gyan anaa	negative	ruth p kasa dodou be kasa gyan anaa	Ruth is too much talk
twi_train_00051	brofo no wo fom waaa	negative	brofo no wo fom waaa	The brofo you have a foaaaaaa of
twi_train_00052	them y3ti sika so us na sika no w hi	negative	them yti sika so us na sika no w hi	The money yt'
twi_train_00053	ad3n woy3 bayifoc na wotw3 asei	negative	adn woy bayifoc na wotw asei	adn woy a wit
twi_train_00054	handouts no nkoaa🤣🤣🤣 dem go tell u say ibi 7 courses na baako bia y3 40gh y33bl3 oo	negative	handouts no nkoaa dem go tell u say ibi  courses na baako bia y gh ybl oo	The lights of the light
twi_train_00055	akoa yale wo tee dase abr3 aaa na wama wo kora so	negative	akoa yale wo tee dase abr aaa na wama wo kora so	servant yale You hear the testimony abr aaa and he will give your rest
twi_train_00056	😂😂😂😂😂😂 ah kwame sabi ɛnti nkwasia keka yi wongyae	negative	ah kwame sabi ɛnti nkwasia keka yi wongyae	Ah kwame sam is so the slime of
twi_train_00057	3ny3 yie gye woahom papa lawyer wae abrony3foyi w mo redzi aboree ara ewu	negative	ny yie gye woahom papa lawyer wae abronyfoyi w mo redzi aboree ara ewu	Ny
twi_train_00058	medikal ankasa ne rap nyinaaa as3 ne ho balike hes cumin gidigidi nkooaaa	negative	medikal ankasa ne rap nyinaaa as ne ho balike hes cumin gidigidi nkooaaa	Medikal Himself and all the raps are all about it is the Balife Ezekigye Gidigii
twi_train_00059	y3 yenaa y3 rap nanso esono obiaa ene be bo enti masa dwag me me	negative	y yenaa y rap nanso esono obiaa ene be bo enti masa dwag me me	y yeaaa y rap but everyone ene be bos
twi_train_00060	obi nka kyere kofi taylor s3 ne gyimi no 3ka s3n	negative	obi nka kyere kofi taylor s ne gyimi no ka sn	Nobody'
twi_train_00061	team wey your starting point guard be pat berv deɛ mo nyɛ papa bia saa	negative	team wey your starting point guard be pat berv deɛ mo nyɛ papa bia saa	Team wey Your Statting Point Guard Be BefV What you don't do so like that
twi_train_00062	kwaku frimpong de asem aba ewie	negative	kwaku frimpong de asem aba ewie	Kwaku Fripong comes with words to complete
twi_train_00063	nea aka no nnyɛ i know paaa lol	negative	nea aka no nnyɛ i know paaa lol	The rest is not very much lnow Lol
twi_train_00064	masa masa gyae ruff atalanta na asa ntiaa	negative	masa masa gyae ruff atalanta na asa ntiaa	Masa Masa let go ruff Theanta
twi_train_00065	eeiii bla wo blɛ papa	negative	eeiii bla wo blɛ papa	eeiii bla you ble father
twi_train_00066	saara nso na wote ɔman nu mu na sɛ wodi ntoro gu ɔman no ho fi a wo yɛ ɔmanbɔ fuɔ	negative	saara nso na wote ɔman nu mu na sɛ wodi ntoro gu ɔman no ho fi a wo yɛ ɔmanbɔ fuɔ	Similarly, you live in the country nu and when you are liar against the country you are rotten
twi_train_00067	wo maame ne tw3ba	negative	wo maame ne twba	Your mother and twbaba
twi_train_00068	ade3 yi ahye me awurade🥲	negative	ade yi ahye me awurade	This thing has burned me Lord
twi_train_00069	obaa na wode no toto nyame eeeii case nehu oo	negative	obaa na wode no toto nyame eeeii case nehu oo	The woman and you compare her to God eeeii casi kas nehu oo
twi_train_00070	herh fa wo gyimie fri ha k	negative	herh fa wo gyimie fri ha k	Herh take your gyimie from here to the
twi_train_00071	masa yɛ stɛdi wɔ hɔ😂😂😂	negative	masa yɛ stɛdi wɔ hɔ	Masa is a sign there
twi_train_00072	rasta de3 anka school fa wo ho b3n reggae ne dancehall 3w h ooo nanso rasta se daabi b3k school 😂😂😂	negative	rasta de anka school fa wo ho bn reggae ne dancehall w h ooo nanso rasta se daabi bk school	Rastas'
twi_train_00073	wohunu ahoufe a wo gyimi da 😃	negative	wohunu ahoufe a wo gyimi da	You see the ahoufe with your gyimi ever
twi_train_00074	wo ne wo crew no nyinaa mo y3 mmoa	negative	wo ne wo crew no nyinaa mo y mmoa	You and both you and your Creator you are helpful
twi_train_00075	wuni sika nso wup3 tw3 mona mubl3 🤣	negative	wuni sika nso wup tw mona mubl	You don't have money too you
twi_train_00076	sika nahye sika no ahye 🤣🤣🤣💔	negative	sika nahye sika no ahye	The Golden nahye money has bound
twi_train_00077	adwaman ay3 wo sei ram eiiii🤔🤔	negative	adwaman ay wo sei ram eiiii	Aguman ay you this Ram eiiiii
twi_train_00078	eeii marketing yi dierr 3nfa oo🌚🦦	negative	eeii marketing yi dierr nfa oo	Eeii Marketing yierer doesn't take oo
twi_train_00079	hwɛ 😂😂😂😂 agorɔ wɔ wani so	negative	hwɛ  agorɔ wɔ wani so	Look at the wani
twi_train_00080	3y3 wo s3 mada wafutuo tantan no 3y3 wo s3 mafa	negative	y wo s mada wafutuo tantan no y wo s mafa	y you se si mada you'
twi_train_00081	ohh papap jm mi dɔ wo paa nanso vaccine woe diɛ mingye ɛndɛ ɛngye ɔkyina apoootoɔɔ adɛn nti na ghana ni diɛ no fɔr no anhwihwɛ mu ɛnwie ansa adɛn nti nna yɛngyi yɛnho di kakraa mpo yei adɛn	negative	ohh papap jm mi dɔ wo paa nanso vaccine woe diɛ mingye ɛndɛ ɛngye ɔkyina apoootoɔɔ adɛn nti na ghana ni diɛ no fɔr no anhwihwɛ mu ɛnwie ansa adɛn nti nna yɛngyi yɛnho di kakraa mpo yei adɛn	Ohh papap JM so I love you so much but vaccine you eat die I don't believe it's taking a smile on why then doesn't Ghana nii orr no forms don't look at it not end
twi_train_00082	aane oo nana 😂😂 yabr3 ne cedi no	negative	aane oo nana  yabr ne cedi no	Joy
twi_train_00083	anka wawu kwasia wuo y3 b3 sie wo kwasia sie	negative	anka wawu kwasia wuo y b sie wo kwasia sie	He was dead Kwasia death we bke you kwasia
twi_train_00084	afei deɛ atra me	negative	afei deɛ atra me	Now the one has left me
twi_train_00085	fire 🔥 them paa milo no asa	negative	fire  them paa milo no asa	Fire Them pa pa paa
twi_train_00086	yaa pono dey insult kumasi musicians after beyonce wo ni kumasi fu ne 3y3 track	negative	yaa pono dey insult kumasi musicians after beyonce wo ni kumasi fu ne y track	Yaa Pono instrict Kumasis Muscians Afttere
twi_train_00087	efie ne fie me ntumi nfrimu ɔman no sɛi aa yɛn nyinaa yɛ ti mu ashi me aa ashi me aa ashi me aa nso me ntumi nfrimu independence became dependency🤫	negative	efie ne fie me ntumi nfrimu ɔman no sɛi aa yɛn nyinaa yɛ ti mu ashi me aa ashi me aa ashi me aa nso me ntumi nfrimu independence became dependency	Home and home I can't get from the country if we're all head
twi_train_00088	blacko gyai gyimii no cos u belong to god not karishika 😡	negative	blacko gyai gyimii no cos u belong to god not karishika	Blacko stopped the gyimii no cos u beong to God
twi_train_00089	nyansa ni baako ho 3den ky3n agyimifo 40 🤣 charles taylor	negative	nyansa ni baako ho den kyn agyimifo   charles taylor	There is one wisdom Kyn Kyn the fools Charles Taylor
twi_train_00090	yɛte sika so nso ɛkom de yɛn hmmm talk is cheap indeed	negative	yɛte sika so nso ɛkom de yɛn hmmm talk is cheap indeed	We sit on money too ɔɔɔ our hmmm talk is cheap Indeded
twi_train_00091	wo na woo blɛ	negative	wo na woo blɛ	You gave birth to BLE
twi_train_00092	nipa mu dwan b3hy3 ma y3nhw3	negative	nipa mu dwan bhy ma ynhw	In human
twi_train_00093	a whole dr na wagyimi sei 😂😂😂😂😂	negative	a whole dr na wagyimi sei	A WHOLE DO GOgyi This
twi_train_00094	friday anopa vawulence 🔥🔥🔥 hwɛ ne fɛ	negative	friday anopa vawulence  hwɛ ne fɛ	Friday in the morning vokwelence look and beauty
twi_train_00095	yɛn mmom na yɛblɛ eii🤣🤣🤣🤣	negative	yɛn mmom na yɛblɛ eii	We're the one we've eii instead
twi_train_00096	cry more kwasiampanin ɛmpɛ adwuma bi nnyɛ den dey do follow back n errand boy give some gyimigyimj rasta	negative	cry more kwasiampanin ɛmpɛ adwuma bi nnyɛ den dey do follow back n errand boy give some gyimigyimj rasta	Crry Morehsran
twi_train_00097	na obiaaa wo yɛ oil and gas deɛ nka poodle puppies fa wo ho bɛn🤣🤣	negative	na obiaaa wo yɛ oil and gas deɛ nka poodle puppies fa wo ho bɛn	And everyonea you are Oil and Gas ɔn for
twi_train_00098	fa fri y3n so ooo 😂😂😂we dey want food	negative	fa fri yn so ooo we dey want food	take us from us ooo we oye want food
twi_train_00099	wontuni nka nkwasiasem saa 3nkyer3 papa panyin tes3 me wate s3 3kom de me a mpena no na m3di ong	negative	wontuni nka nkwasiasem saa nkyer papa panyin tes me wate s kom de me a mpena no na mdi ong	They don
twi_train_00100	hmmm ɛyɛ asɛm oo bra	negative	hmmm ɛyɛ asɛm oo bra	Hmmm It's a matter oo Come
twi_train_00101	mo de yesu christo saa na oman no asei	negative	mo de yesu christo saa na oman no asei	You are so in Jesus Christ and the nation under the country
twi_train_00102	ad3n wo na wuro dross no anaaa	negative	adn wo na wuro dross no anaaa	adn you are the one you are dross
twi_train_00103	3nsi omo yie da	negative	nsi omo yie da	THAT LIVE THISE THAT
twi_train_00104	3y3 twaso wae fa me si ha yi ara	negative	y twaso wae fa me si ha yi ara	y cut wae take me right here right away
twi_train_00105	barcelona fan nso dierr anka champions league fa woho ben 😂😂	negative	barcelona fan nso dierr anka champions league fa woho ben	Barcelona Fan also Dierr won
twi_train_00106	oh ein boss sarkodie ankasa dey steal lines na fanbasedem di33 dem go love steal ghana ankasa mpo	negative	oh ein boss sarkodie ankasa dey steal lines na fanbasedem di dem go love steal ghana ankasa mpo	Oh IN Boss Sarkodie is actually steal Lines and the fanbabasem dide dem steal Ghana himself
twi_train_00107	jordan jordan jordan ah woteetee me oo	negative	jordan jordan jordan ah woteetee me oo	Jordan Jordan ah you hurt me oo
twi_train_00108	ken agyapong dze agyes3 nsem a no ho nhyiaa nkoaaa na ka boaa namu du	negative	ken agyapong dze agyes nsem a no ho nhyiaa nkoaaa na ka boaa namu du	Ken Agyapong has taken away the contrary
twi_train_00109	ato me da ɔkwasea hwoa	negative	ato me da ɔkwasea hwoa	Ato I sleep fool hwoaa
twi_train_00110	krom aye shi ooh aban tua salaries y3	negative	krom aye shi ooh aban tua salaries y	Crom has been a shio
twi_train_00111	kofi di asɛm bɛba	negative	kofi di asɛm bɛba	Coffee will come
twi_train_00112	masa masa fa wo gyimii k tchww	negative	masa masa fa wo gyimii k tchww	Masa masa take your gyimii k tchw
twi_train_00113	kaly really for gyaigyimii na adoosoo	negative	kaly really for gyaigyimii na adoosoo	Kaly Really for Gyegyimii and adoooooo
twi_train_00114	your team lpool nu egu ooo liverpool ama sika nu ashi	negative	your team lpool nu egu ooo liverpool ama sika nu ashi	Your Team lpolol is fall ooo Liverpool has made money nuse ashi
twi_train_00115	no gyimie3 dating nso de3 nka account logins fa hoo b3n 😂	negative	no gyimie dating nso de nka account logins fa hoo bn	the gyimie dating also to use Account Logins take hoo bn
twi_train_00116	bɛma di wo fie asem wani tra wani tɔnn aa wobɛ nya asem asem mpɛ nipa nipa na ɛpɛ ne ho asɛm shɛ wo dan mu nyɛ saa na wobɛ ka me aa wobɛ nya asem 🔥🔥🔥	negative	bɛma di wo fie asem wani tra wani tɔnn aa wobɛ nya asem asem mpɛ nipa nipa na ɛpɛ ne ho asɛm shɛ wo dan mu nyɛ saa na wobɛ ka me aa wobɛ nya asem	will let me eat your house story wherever you aren
twi_train_00117	wani bey3 wo ya	negative	wani bey wo ya	The wani bey you yaa
twi_train_00118	nanso sika no hm	negative	nanso sika no hm	But the money hm
twi_train_00119	ad3n na ebibifo mo mp3 nokr3 saa🤷🏿‍♂️	negative	adn na ebibifo mo mp nokr saa‍	adn and abapis you mp nokr sa sack
twi_train_00120	dwene wo team ho wo team no ayɛ sɛ ashaiman frefre kɔ bɔ🤣🤣	negative	dwene wo team ho wo team no ayɛ sɛ ashaiman frefre kɔ bɔ	Think of your voice Your Team is like Ashaiman frefffrfly playing
twi_train_00121	forget this hypocrite nana toaso kum y3 nyinaa nafa oman nu ko adaka mu god will judge you	negative	forget this hypocrite nana toaso kum y nyinaa nafa oman nu ko adaka mu god will judge you	Forget this hypocrite Nana Tosoa to kill us all and take the country nu a box in God will Judges you
twi_train_00122	oh gyae mes3 wa dawgi me	negative	oh gyae mes wa dawgi me	oh stop me dawgi me
twi_train_00123	fa wo gyimii kc	negative	fa wo gyimii kc	Take Your Gyimii kc.
twi_train_00124	timo werner akoa yi asa	negative	timo werner akoa yi asa	Timo Wernerer this slave is gone over
twi_train_00125	inserts snap audio mese s3 sasabonsam no po y3 loose koraa po a b3pick no this boy med nyankopn herhh	negative	inserts snap audio mese s sasabonsam no po y loose koraa po a bpick no this boy med nyankopn herhh	Inserts snap Audio I say that the sasamon
twi_train_00126	bra enfa na gyae	negative	bra enfa na gyae	Come not the
twi_train_00127	sika no de3 ahyie in advance 😂	negative	sika no de ahyie in advance	The money is a ahyi in advance
twi_train_00128	herh leipzig 😓😓✌️ onyame betua mo ka paaa😹 mmoa💨	negative	herh leipzig  onyame betua mo ka paaa mmoa	Herh Leipzig God will reward you very much help
twi_train_00129	nkwasia keka ne kasa by heart nkoaaaaa	negative	nkwasia keka ne kasa by heart nkoaaaaa	Nkwasia moves and speech by Heart only a slaveaaaa
twi_train_00130	obiaa yale wɔ app yi so 😂😂😂	negative	obiaa yale wɔ app yi so	nobody yale on this app
twi_train_00131	na yagyimi no err	negative	na yagyimi no err	And we ygyimi it err
twi_train_00132	eeeiii so psg no win 😭	negative	eeeiii so psg no win	Eeiii so psg no wini so win
twi_train_00133	ɛnnyɛ deɛ ehia ni	negative	ɛnnyɛ deɛ ehia ni	It’s not what is important
twi_train_00134	wo team wei nti 3y3 nono	negative	wo team wei nti y nono	You'
twi_train_00135	mane aa wo se nkrumah	negative	mane aa wo se nkrumah	Mane aa you se Nkrumah
twi_train_00136	bhim bhim national team mo ndi nokware mo b3 br3 saa	negative	bhim bhim national team mo ndi nokware mo b br saa	BOphi one National Team be honest you b br so
twi_train_00137	3de3n asem koraa ni akn bne b3n nkoaa trouble dey sleep your man go wake am	negative	den asem koraa ni akn bne bn nkoaa trouble dey sleep your man go wake am	hard is the very story AKN BENE SLEubable Dey Sleep Your Am Am A
twi_train_00138	tein fo so nah den dem go come chop money too sika di aa and eating girls nkoaa	negative	tein fo so nah den dem go come chop money too sika di aa and eating girls nkoaa	Tein fo nah hard dem go chop money to put money eat aa And Eating girls alone alone alone
twi_train_00139	if i start dey gym a anka ago make nice paaa ooh but akwadwirolaziness ne gyimiefoolishnes nti hmm😎	negative	if i start dey gym a anka ago make nice paaa ooh but akwadwirolaziness ne gyimiefoolishnes nti hmm	If I Start dey gym that would have been playing so much ooh But akwadwiraziness and gyimiefliolishnes why hmm
twi_train_00140	wonni nyansa baako mpo sei	negative	wonni nyansa baako mpo sei	They don’t even have one wisdom like this
twi_train_00141	modeling saa na omo y3 gay 😂💔	negative	modeling saa na omo y gay	modling so and omo ya gay
twi_train_00142	hei gyai nkurasisem nu na coachella noe be hit gyimiii u dey understand hit song u people di33 everyday biaaa na mu de gyimie nnu su nam mu saaaaa 🤣🤣🤣	negative	hei gyai nkurasisem nu na coachella noe be hit gyimiii u dey understand hit song u people di everyday biaaa na mu de gyimie nnu su nam mu saaaaa	He leaves the synaskene nu and the coachella noe gyimiii u dey Understanding upeople eat everyday biaaa and in the gyimie can be used in the meat of the
twi_train_00143	nana ama pre dudu	negative	nana ama pre dudu	Nana Ama predutdu
twi_train_00144	herh bu adeɛ wati small boy na wɔ ka foo saa no🤣🤣	negative	herh bu adeɛ wati small boy na wɔ ka foo saa no	Herh values the small boys and you say so
twi_train_00145	herrr this boy bi gyimi gyimi boy i swear he no dey show remorse seff eeeeeeii pride destroy am paaa oooo	negative	herrr this boy bi gyimi gyimi boy i swear he no dey show remorse seff eeeeeeii pride destroy am paaa oooo	Herrr this boy some nyi gyimi Boy I Swear He no shower seff eeeeii destroy monoo am oooo
twi_train_00146	u dey run anka wob3te wo sika fiaa s3 trumu nwii baako 😹😹😹😹	negative	u dey run anka wobte wo sika fiaa s trumu nwii baako	U Dey Run would you have heard of your money from one of your strips
twi_train_00147	ah herh vodafone nu them fool anaa	negative	ah herh vodafone nu them fool anaa	Ah Herh vodafone nu the foot or
twi_train_00148	like twene jonas said yɛ te krom ha nso gyimie nti nipa nni ahotɔ	negative	like twene jonas said yɛ te krom ha nso gyimie nti nipa nni ahotɔ	like Jonas said is here in the crom so much man is not comfortable.
twi_train_00149	bayifoɔ ne ho yɛ ne dɛ	negative	bayifoɔ ne ho yɛ ne dɛ	Witra
twi_train_00150	he is stupid wob3kum trom na woadware sasaduro de3 gyae ma onfa ne mosuo nk	negative	he is stupid wobkum trom na woadware sasaduro de gyae ma onfa ne mosuo nk	He is a stupid you will kill Trom and Sasaduro will be wash
twi_train_00151	eiiiiiii🤣🤣🤣🤣🤣🤣 hrrrrr woa shi anaaaa masa masa masa y3 ab kann3 ny3	negative	eiiiiiii hrrrrr woa shi anaaaa masa masa masa y ab kann ny	Eiiiiiiiii hrrr hrw you shi anaa masa masa masa y Ab can
twi_train_00152	sua nyansa wai na sesiaa woyɛ celeb	negative	sua nyansa wai na sesiaa woyɛ celeb	Learn wisdom wai and now you are celeb
twi_train_00153	makɔbre me moja ani atua me billslight no nso gyina so s3 kurasini ne heels	negative	makɔbre me moja ani atua me billslight no nso gyina so s kurasini ne heels	I'm also afraid of my billsright I'
twi_train_00154	na nsmq nso de3 nanka black stars fa mo ho b3n	negative	na nsmq nso de nanka black stars fa mo ho bn	And nsmq does
twi_train_00155	wama me nsa 3si fm	negative	wama me nsa si fm	He has made me a hand fum
twi_train_00156	woy3 kwasia paaaa😂😂😂anka wob3n me aa anka wob3di slaps 😂😂😂	negative	woy kwasia paaaaanka wobn me aa anka wobdi slaps	You're kwasia paaaa you're not nme me aa you'll be slaps
twi_train_00157	masa south africa no curse biaa wasa aa wasatsw asamoah gyan twene jonas abedi pele south africa	negative	masa south africa no curse biaa wasa aa wasatsw asamoah gyan twene jonas abedi pele south africa	Masa South Africa the curse biaa aa yousa aa Wasatsw Asamoah Gyan
twi_train_00158	wu diieerrr gyina hor dwaman honhom wu fie fuoo y3 wu aahh wo si mm33rima p3 wu	negative	wu diieerrr gyina hor dwaman honhom wu fie fuoo y wu aahh wo si mmrima p wu	Wuieerr Star
twi_train_00159	oh bɛrma ahye me tu me girl gyae me koraa me werɛ anho sei me nim nsa nom a nka ɛnɛ mɛboro forkn	negative	oh bɛrma ahye me tu me girl gyae me koraa me werɛ anho sei me nim nsa nom a nka ɛnɛ mɛboro forkn	Oh Berma burns me fly I'll leave my girl leave me completely I'm sure I'm sorry
twi_train_00160	masa masa3y3 booshit na girl ye re keka ye oo	negative	masa masay booshit na girl ye re keka ye oo	MASA MSAY BOSishit And a girl we're going to move oo
twi_train_00161	nti vodafone fo k adwuma koraa k y3 de3n network basbasa bi sei😒	negative	nti vodafone fo k adwuma koraa k y den network basbasa bi sei	So the vodfone fok to work completely networking some Some
twi_train_00162	here too ei arsenal a buei aha nso a booboooo 😜	negative	here too ei arsenal a buei aha nso a booboooo	Here is a eisenal opening the
twi_train_00163	gidigidi no nyinaaa y3 dede 😂💔	negative	gidigidi no nyinaaa y dede	The whole ge noise is noise
twi_train_00164	fa wo gemiii ko	negative	fa wo gemiii ko	Take your gemiii fight
twi_train_00165	nkwasiansem saa na ade3 asa😂😂😂	negative	nkwasiansem saa na ade asa	Tur
twi_train_00166	sɛ wagyimi 😂ne kwasia	negative	sɛ wagyimi ne kwasia	If he'
twi_train_00167	no sugarcoat am nana wo maame ye bayifuo ardee 💯	negative	no sugarcoat am nana wo maame ye bayifuo ardee	no sugarcoat am grandfather you mother is a dweefu
twi_train_00168	ahnnn eiii so me de3 😏🤒	negative	ahnnn eiii so me de	Ahnnn eiii so I've
twi_train_00169	nyame b3 tua mo nyinaaa ka s3 de3 mo ndwuma te3	negative	nyame b tua mo nyinaaa ka s de mo ndwuma te	God will pay you all to say that your works are like
