ID	tweet	label	cleaned_text	translated
am_train_00016	ታብሌት ኮምፒውተሮቹ በሥጦታ የተገኙ ናቸው ወይሥ በህዝቡ ገንዘብ የተገዙ?የከተማ አሥተዳደሩ በጀት ይዞለት ነበር?ወይሥ ወዘፈቀደ ከንቲባ?…	negative	ታብሌት ኮምፒውተሮቹ በሥጦታ የተገኙ ናቸው ወይሥ በህዝቡ ገንዘብ የተገዙየከተማ አሥተዳደሩ በጀት ይዞለት ነበርወይሥ ወዘፈቀደ ከንቲባ…	Table Computers are found in the gift that the city was a budget of the city
am_train_00017	ከመወደዱ የተነሳ ዱለት በሲኒ ማስቀመጫ ከመቅረብ አልፎ በቆርኪ የሚቀርብበት ጊዜ ሩቅ አይደለም! ??	negative	ከመወደዱ የተነሳ ዱለት በሲኒ ማስቀመጫ ከመቅረብ አልፎ በቆርኪ የሚቀርብበት ጊዜ ሩቅ አይደለም	The diverdowed by the loved one is not far away from the cynic
am_train_00018	የ ሰው ህይወት ቀልድ ሆነ በቃ	negative	የ ሰው ህይወት ቀልድ ሆነ በቃ	The life of man became a joke
am_train_00019	ሴት ብሆን አይደለም ይሄን በሬ ወለደ ብልሽ ታምኚኝ ነበር...እድሌ ነው??	negative	ሴት ብሆን አይደለም ይሄን በሬ ወለደ ብልሽ ታምኚኝ ነበርእድሌ ነው	I'm not my woman
am_train_00020	ምን እያልኳት ምን ትላለች አሉ .. የከተማው ሙታንታ ሳይታጠቅ ያደገ ፎሊስ በል ፎከቴያሙ ድይቆን ሁሉ አልቀሩ	negative	ምን እያልኳት ምን ትላለች አሉ  የከተማው ሙታንታ ሳይታጠቅ ያደገ ፎሊስ በል ፎከቴያሙ ድይቆን ሁሉ አልቀሩ	What she says about what she says, grew up in the city of Fokes
am_train_00021	የቆሸሸ ሟች ለመደበቅ እዚያ እንደቆሙ አውቃለሁ	negative	የቆሸሸ ሟች ለመደበቅ እዚያ እንደቆሙ አውቃለሁ	I know that a dirty mortal is going there to hide
am_train_00022	አንዳንድ   ሰዎች  ኢንሻላህ ኢራን አሜሪካን  እንደምታሸንፍ  አስረግጠው  ሲበጠረቁ እያዬሁ ነው ።  - - ሐይማኖትና ጎሰኝነትኮ ሃቅን ለመድፈን ተወዳዳሪ  የላቸውም።	negative	አንዳንድ   ሰዎች  ኢንሻላህ ኢራን አሜሪካን  እንደምታሸንፍ  አስረግጠው  ሲበጠረቁ እያዬሁ ነው ።    ሐይማኖትና ጎሰኝነትኮ ሃቅን ለመድፈን ተወዳዳሪ  የላቸውም።	Some people investigate him that Iran Winen Iran, and I'm looking at it. Religiousism and Tribeful They have no competitiveness.
am_train_00023	ደግ አደረገችህ ምን ብለህ አፍህን ከፍተህ ነው	negative	ደግ አደረገችህ ምን ብለህ አፍህን ከፍተህ ነው	She made you kind and opened your mouth
am_train_00024	መንግስት ስለ ዲሞክራሲ ሲቀደድልህ አትስማው። የሚያደርገውን ነገር በደንብ ተከታተል። ያኔ ዓላማው ይገለጥልሃል።  የሃሳብ ነፃነትን የሚከለክል መንግስት ስለ ብልፅግና ቢያወራህ እንኳን…	negative	መንግስት ስለ ዲሞክራሲ ሲቀደድልህ አትስማው። የሚያደርገውን ነገር በደንብ ተከታተል። ያኔ ዓላማው ይገለጥልሃል።  የሃሳብ ነፃነትን የሚከለክል መንግስት ስለ ብልፅግና ቢያወራህ እንኳን…	Do not listen to the government when you are angry about democracy. Keep watch over what he does. That purpose will be revealed. Even if the government prohibits your perception of
am_train_00025	ካቀድነው በላይ ታጋች ያሥፈታን ቢሆንም ከእቅዳችን ጋ ይሠናሠል ዘንድ አንዳንዶቹን መልሠን ለአጋቾቹ ሠጥተናል! ወይዘሮ ንጉሡ ጥላሁን! ••• ! :D :D :D !	negative	ካቀድነው በላይ ታጋች ያሥፈታን ቢሆንም ከእቅዳችን ጋ ይሠናሠል ዘንድ አንዳንዶቹን መልሠን ለአጋቾቹ ሠጥተናል ወይዘሮ ንጉሡ ጥላሁን •••  D D D	Belialize some of his hards, that the king returned to us more than we planned.
am_train_00026	ጉዳዩ አገር ሰላም ብሎ የተቀመጠን ህዝብ ለበቀል እና የርስበርስ ጦርነት የሚቀሰቅስ ነው።	negative	ጉዳዩ አገር ሰላም ብሎ የተቀመጠን ህዝብ ለበቀል እና የርስበርስ ጦርነት የሚቀሰቅስ ነው።	The people who are here for peace that the people lay a country will bite the war of vengeance and inheritance.
am_train_00027	መጋኛ	negative	መጋኛ	The military
am_train_00028	አይባልም	negative	አይባልም	It is not said
am_train_00029	ብልፅግና ፓርቲ አዲስ ፓርቲ እንጂ የኢሕአዴግ ውህድ አይደለም ኦቦ በቀለ ገርባ ለ ኦ ኤም ኤን የሰጡት አስተያየት	negative	ብልፅግና ፓርቲ አዲስ ፓርቲ እንጂ የኢሕአዴግ ውህድ አይደለም ኦቦ በቀለ ገርባ ለ ኦ ኤም ኤን የሰጡት አስተያየት	The prosperity party, not the new part of, but not the Ooo Gentle Gerba
am_train_00030	በ3ኛ አካል ይጣራል የንተ መደሰት እንድንጠራጠር አርጎናል	negative	በኛ አካል ይጣራል የንተ መደሰት እንድንጠራጠር አርጎናል	Version in our body arranged for us to be called your enjoyment
